Hostname,OS,Version,Software,IP Address,Asset Tag,Owner,Environment,Location,Lifecycle Status,Patch Level,Last Scanned,Criticality,Business Service,Installed Software,Security Agent Status,Backup Status,Running Services,Normalized OS,Normalized Software
cloud-server-564,Linux Server,RHEL 8,Node.js,172.16.3.57,SYS-001440,user55@example.com,Dev,AWS,Maintenance,2025-04-11,2025-04-19,Medium,HRMS,"Node.js, .NET, CrowdStrike",Offline,Success (Last: 2025-04-19),"W3SVC, Ansible, CrowdStrikeSensor",Windows Server,".NET, CROWDSTRIKE, NODE.JS"
cloud-server-565,Linux Server,Ubuntu 20.04,Redis,172.16.3.58,SYS-001441,user25@example.com,QA,Azure,In Use,2025-03-23,2025-04-19,High,Analytics,"Node.js, .NET, Java",Offline,Success (Last: 2025-04-17),"Ansible, MSSQL, CrowdStrikeSensor",Windows Server,".NET, CROWDSTRIKE, JAVA, NODE.JS, REDIS"
cloud-server-566,Linux Server,Debian 11,Docker,172.16.3.59,SYS-001442,user17@example.com,QA,Azure,Maintenance,2025-03-23,2025-04-15,High,Billing,"Node.js, Java, CrowdStrike",Offline,Success (Last: 2025-04-20),"CrowdStrikeSensor, Puppet, Ansible",Cross-platform,"CROWDSTRIKE, DOCKER, JAVA, NODE.JS"
cloud-server-567,Windows Server,2019,Redis,172.16.3.60,SYS-001443,user27@example.com,QA,AWS,In Use,2025-04-12,2025-04-15,Medium,Analytics,"CrowdStrike, .NET, Nessus",Online,Success (Last: 2025-04-17),"Puppet, W3SVC, Docker",Windows Server,".NET, CROWDSTRIKE, DOCKER, REDIS"
cloud-server-568,Linux Server,RHEL 8,Node.js,172.16.3.61,SYS-001444,user37@example.com,Dev,Azure,In Use,2025-03-31,2025-04-17,Medium,Analytics,"CrowdStrike, Java, .NET",Offline,Success (Last: 2025-04-21),"MSSQL, Ansible, Docker",Windows Server,".NET, CROWDSTRIKE, DOCKER, JAVA, NODE.JS"
cloud-server-569,Linux Server,Debian 11,Tomcat,172.16.3.62,SYS-001445,user20@example.com,Production,Azure,In Use,2025-04-01,2025-04-19,Low,Web Portal,"Tenable, CrowdStrike, Java",Offline,Success (Last: 2025-04-20),"CrowdStrikeSensor, Docker, Ansible",Cross-platform,"CROWDSTRIKE, DOCKER, JAVA, TOMCAT"
cloud-server-570,Linux Server,Debian 11,Tomcat,172.16.3.63,SYS-001446,user30@example.com,Production,Azure,Maintenance,2025-04-13,2025-04-21,Low,Analytics,".NET, Nessus, Tenable",Offline,Success (Last: 2025-04-19),"Docker, MSSQL, Ansible",Windows Server,".NET, DOCKER, TOMCAT"
cloud-server-571,Windows Server,2022,Redis,172.16.3.64,SYS-001447,user20@example.com,QA,AWS,In Use,2025-03-28,2025-04-21,Low,HRMS,"Node.js, Nessus, Tenable",Online,Success (Last: 2025-04-17),"W3SVC, Puppet, CrowdStrikeSensor",Cross-platform,"CROWDSTRIKE, NODE.JS, REDIS"
cloud-server-572,Linux Server,RHEL 8,Tomcat,172.16.3.65,SYS-001448,user5@example.com,QA,AWS,In Use,2025-03-30,2025-04-20,Medium,Web Portal,"CrowdStrike, .NET, Tenable",Offline,Success (Last: 2025-04-16),"Puppet, MSSQL, Docker",Windows Server,".NET, CROWDSTRIKE, DOCKER, TOMCAT"
cloud-server-573,Linux Server,Debian 11,Nginx,172.16.3.66,SYS-001449,user9@example.com,Dev,Azure,In Use,2025-03-30,2025-04-19,High,Analytics,".NET, Node.js, Tenable",Online,Success (Last: 2025-04-18),"MSSQL, W3SVC, Ansible",Windows Server,".NET, NGINX, NODE.JS"
cloud-server-574,Linux Server,Ubuntu 20.04,Docker,172.16.3.67,SYS-001450,user69@example.com,Dev,Azure,In Use,2025-04-09,2025-04-15,Medium,Web Portal,".NET, CrowdStrike, Nessus",Online,Success (Last: 2025-04-19),"Puppet, Docker, MSSQL",Windows Server,".NET, CROWDSTRIKE, DOCKER"
cloud-server-575,Linux Server,Debian 11,IIS,172.16.3.68,SYS-001451,user56@example.com,Dev,AWS,Maintenance,2025-04-10,2025-04-20,Low,Billing,"Node.js, Nessus, CrowdStrike",Offline,Success (Last: 2025-04-17),"Ansible, Docker, W3SVC",Windows Server,"CROWDSTRIKE, DOCKER, IIS, NODE.JS"
cloud-server-576,Windows Server,2019,Tomcat,172.16.3.69,SYS-001452,user22@example.com,QA,AWS,In Use,2025-04-14,2025-04-15,Low,Billing,"Node.js, CrowdStrike, Nessus",Offline,Success (Last: 2025-04-16),"Docker, CrowdStrikeSensor, W3SVC",Cross-platform,"CROWDSTRIKE, DOCKER, NODE.JS, TOMCAT"
cloud-server-577,Windows Server,2022,SQL Server,172.16.3.70,SYS-001453,user70@example.com,Dev,Azure,In Use,2025-04-06,2025-04-19,Low,Analytics,"Node.js, Tenable, .NET",Offline,Success (Last: 2025-04-19),"Ansible, Docker, Puppet",Windows Server,".NET, DOCKER, NODE.JS, SQL SERVER"
cloud-server-578,Linux Server,Debian 11,Tomcat,172.16.3.71,SYS-001454,user52@example.com,Dev,Azure,In Use,2025-04-05,2025-04-15,Low,ERP,"Java, CrowdStrike, .NET",Online,Success (Last: 2025-04-18),"W3SVC, CrowdStrikeSensor, Puppet",Windows Server,".NET, CROWDSTRIKE, JAVA, TOMCAT"
cloud-server-579,Linux Server,Debian 11,Apache,172.16.3.72,SYS-001455,user99@example.com,Production,Azure,Maintenance,2025-04-15,2025-04-18,Medium,ERP,"Node.js, Tenable, CrowdStrike",Online,Success (Last: 2025-04-21),"Puppet, CrowdStrikeSensor, Ansible",Cross-platform,"APACHE, CROWDSTRIKE, NODE.JS"
cloud-server-580,Linux Server,Debian 11,Tomcat,172.16.3.73,SYS-001456,user2@example.com,Production,AWS,Maintenance,2025-04-21,2025-04-20,High,Analytics,".NET, CrowdStrike, Tenable",Online,Success (Last: 2025-04-18),"Docker, MSSQL, CrowdStrikeSensor",Windows Server,".NET, CROWDSTRIKE, DOCKER, TOMCAT"
cloud-server-581,Linux Server,Ubuntu 20.04,Node.js,172.16.3.74,SYS-001457,user64@example.com,Production,AWS,In Use,2025-04-18,2025-04-16,High,Billing,"Tenable, CrowdStrike, .NET",Online,Success (Last: 2025-04-16),"CrowdStrikeSensor, MSSQL, Ansible",Windows Server,".NET, CROWDSTRIKE, NODE.JS"
cloud-server-582,Linux Server,Debian 11,Nginx,172.16.3.75,SYS-001458,user77@example.com,Dev,AWS,In Use,2025-04-05,2025-04-18,Medium,Analytics,"Tenable, Nessus, .NET",Online,Success (Last: 2025-04-21),"Ansible, Puppet, Docker",Windows Server,".NET, DOCKER, NGINX"
cloud-server-583,Linux Server,RHEL 8,Node.js,172.16.3.76,SYS-001459,user93@example.com,Dev,AWS,In Use,2025-03-26,2025-04-20,Medium,Analytics,"Nessus, Java, Node.js",Offline,Success (Last: 2025-04-19),"Ansible, CrowdStrikeSensor, Puppet",Cross-platform,"CROWDSTRIKE, JAVA, NODE.JS"
cloud-server-584,Windows Server,2022,IIS,172.16.3.77,SYS-001460,user82@example.com,Dev,Azure,In Use,2025-04-07,2025-04-21,High,Billing,".NET, Nessus, Java",Offline,Success (Last: 2025-04-18),"CrowdStrikeSensor, W3SVC, Docker",Windows Server,".NET, CROWDSTRIKE, DOCKER, IIS, JAVA"
cloud-server-585,Linux Server,RHEL 8,Node.js,172.16.3.78,SYS-001461,user98@example.com,Production,Azure,In Use,2025-03-25,2025-04-15,Low,Web Portal,".NET, CrowdStrike, Java",Offline,Success (Last: 2025-04-20),"Docker, Puppet, MSSQL",Windows Server,".NET, CROWDSTRIKE, DOCKER, JAVA, NODE.JS"
cloud-server-586,Windows Server,2019,Redis,172.16.3.79,SYS-001462,user32@example.com,Production,Azure,Maintenance,2025-04-15,2025-04-14,Low,ERP,".NET, Node.js, Tenable",Online,Success (Last: 2025-04-19),"Docker, MSSQL, Puppet",Windows Server,".NET, DOCKER, NODE.JS, REDIS"
cloud-server-587,Windows Server,2022,Docker,172.16.3.80,SYS-001463,user34@example.com,Dev,AWS,In Use,2025-03-26,2025-04-15,High,HRMS,".NET, Node.js, Tenable",Online,Success (Last: 2025-04-17),"MSSQL, Ansible, W3SVC",Windows Server,".NET, DOCKER, NODE.JS"
cloud-server-588,Linux Server,Ubuntu 20.04,Redis,172.16.3.81,SYS-001464,user65@example.com,Production,AWS,Maintenance,2025-04-15,2025-04-19,Low,HRMS,"Tenable, Node.js, Java",Offline,Success (Last: 2025-04-21),"Docker, MSSQL, Ansible",Linux Server,"DOCKER, JAVA, NODE.JS, REDIS"
cloud-server-589,Windows Server,2019,Node.js,172.16.3.82,SYS-001465,user56@example.com,Production,AWS,In Use,2025-04-09,2025-04-15,Medium,Web Portal,"Node.js, Tenable, Java",Online,Success (Last: 2025-04-17),"CrowdStrikeSensor, Docker, Ansible",Cross-platform,"CROWDSTRIKE, DOCKER, JAVA, NODE.JS"
cloud-server-590,Windows Server,2022,SQL Server,172.16.3.83,SYS-001466,user66@example.com,Production,Azure,Maintenance,2025-03-22,2025-04-19,Low,Web Portal,"Node.js, Nessus, .NET",Offline,Success (Last: 2025-04-20),"CrowdStrikeSensor, Puppet, Ansible",Windows Server,".NET, CROWDSTRIKE, NODE.JS, SQL SERVER"
cloud-server-591,Windows Server,2022,Redis,172.16.3.84,SYS-001467,user38@example.com,Production,AWS,Maintenance,2025-04-13,2025-04-20,High,Web Portal,"Java, CrowdStrike, Tenable",Offline,Success (Last: 2025-04-16),"MSSQL, CrowdStrikeSensor, Docker",Cross-platform,"CROWDSTRIKE, DOCKER, JAVA, REDIS"
cloud-server-592,Linux Server,Ubuntu 20.04,Tomcat,172.16.3.85,SYS-001468,user41@example.com,QA,AWS,In Use,2025-04-12,2025-04-21,Medium,HRMS,"Java, Nessus, Tenable",Offline,Success (Last: 2025-04-21),"CrowdStrikeSensor, Docker, MSSQL",Cross-platform,"CROWDSTRIKE, DOCKER, JAVA, TOMCAT"
cloud-server-593,Windows Server,2019,Redis,172.16.3.86,SYS-001469,user18@example.com,Dev,Azure,In Use,2025-03-24,2025-04-20,High,Web Portal,"Tenable, .NET, Java",Offline,Success (Last: 2025-04-18),"Ansible, Puppet, Docker",Windows Server,".NET, DOCKER, JAVA, REDIS"
cloud-server-594,Linux Server,Debian 11,Redis,172.16.3.87,SYS-001470,user48@example.com,Production,AWS,Maintenance,2025-04-01,2025-04-19,Low,ERP,"Tenable, .NET, Nessus",Online,Success (Last: 2025-04-17),"MSSQL, W3SVC, Ansible",Windows Server,".NET, REDIS"
cloud-server-595,Windows Server,2022,Redis,172.16.3.88,SYS-001471,user14@example.com,Production,AWS,In Use,2025-04-05,2025-04-19,Low,Analytics,"Node.js, .NET, Tenable",Online,Success (Last: 2025-04-19),"CrowdStrikeSensor, Puppet, MSSQL",Windows Server,".NET, CROWDSTRIKE, NODE.JS, REDIS"
cloud-server-596,Windows Server,2022,Redis,172.16.3.89,SYS-001472,user10@example.com,Dev,Azure,In Use,2025-04-10,2025-04-16,Low,Analytics,"Java, CrowdStrike, Node.js",Offline,Success (Last: 2025-04-21),"Puppet, W3SVC, MSSQL",Cross-platform,"CROWDSTRIKE, JAVA, NODE.JS, REDIS"
cloud-server-597,Linux Server,RHEL 8,Nginx,172.16.3.90,SYS-001473,user98@example.com,Dev,Azure,Maintenance,2025-04-02,2025-04-14,High,ERP,"Java, .NET, CrowdStrike",Offline,Success (Last: 2025-04-19),"CrowdStrikeSensor, W3SVC, Ansible",Windows Server,".NET, CROWDSTRIKE, JAVA, NGINX"
cloud-server-598,Windows Server,2019,Apache,172.16.3.91,SYS-001474,user20@example.com,QA,Azure,Maintenance,2025-04-02,2025-04-17,High,ERP,"Node.js, Java, CrowdStrike",Offline,Success (Last: 2025-04-18),"Ansible, W3SVC, CrowdStrikeSensor",Cross-platform,"APACHE, CROWDSTRIKE, JAVA, NODE.JS"
cloud-server-599,Linux Server,Ubuntu 20.04,SQL Server,172.16.3.92,SYS-001475,user97@example.com,Dev,AWS,In Use,2025-04-08,2025-04-15,Low,Web Portal,"Tenable, .NET, Node.js",Online,Success (Last: 2025-04-20),"Puppet, MSSQL, CrowdStrikeSensor",Windows Server,".NET, CROWDSTRIKE, NODE.JS, SQL SERVER"
cloud-server-600,Windows Server,2022,IIS,172.16.3.93,SYS-001476,user12@example.com,Production,AWS,In Use,2025-03-25,2025-04-16,High,HRMS,".NET, Nessus, Java",Offline,Success (Last: 2025-04-20),"MSSQL, CrowdStrikeSensor, W3SVC",Windows Server,".NET, CROWDSTRIKE, IIS, JAVA"
cloud-server-601,Linux Server,Ubuntu 20.04,Apache,172.16.3.94,SYS-001477,user41@example.com,Dev,AWS,Maintenance,2025-03-27,2025-04-16,Medium,ERP,"Nessus, CrowdStrike, .NET",Online,Success (Last: 2025-04-18),"Docker, Ansible, CrowdStrikeSensor",Windows Server,".NET, APACHE, CROWDSTRIKE, DOCKER"
cloud-server-602,Linux Server,Ubuntu 20.04,Tomcat,172.16.3.95,SYS-001478,user9@example.com,QA,AWS,In Use,2025-04-16,2025-04-16,High,Billing,"CrowdStrike, Java, .NET",Offline,Success (Last: 2025-04-20),"Docker, Puppet, CrowdStrikeSensor",Windows Server,".NET, CROWDSTRIKE, DOCKER, JAVA, TOMCAT"
cloud-server-603,Windows Server,2019,Tomcat,172.16.3.96,SYS-001479,user6@example.com,Production,AWS,In Use,2025-04-07,2025-04-18,Low,Billing,"CrowdStrike, Java, .NET",Offline,Success (Last: 2025-04-16),"MSSQL, CrowdStrikeSensor, Docker",Windows Server,".NET, CROWDSTRIKE, DOCKER, JAVA, TOMCAT"
cloud-server-604,Windows Server,2022,Redis,172.16.3.97,SYS-001480,user60@example.com,Dev,Azure,Maintenance,2025-04-20,2025-04-21,Medium,Web Portal,"Node.js, Java, .NET",Online,Success (Last: 2025-04-18),"CrowdStrikeSensor, W3SVC, MSSQL",Windows Server,".NET, CROWDSTRIKE, JAVA, NODE.JS, REDIS"
cloud-server-605,Windows Server,2022,Docker,172.16.3.98,SYS-001481,user91@example.com,Production,AWS,In Use,2025-04-10,2025-04-14,High,Analytics,"Tenable, Node.js, Java",Offline,Success (Last: 2025-04-20),"Docker, Puppet, MSSQL",Linux Server,"DOCKER, JAVA, NODE.JS"
cloud-server-606,Windows Server,2019,Redis,172.16.3.99,SYS-001482,user5@example.com,QA,Azure,Maintenance,2025-03-29,2025-04-20,High,Billing,"Java, Nessus, .NET",Offline,Success (Last: 2025-04-17),"Ansible, Puppet, W3SVC",Windows Server,".NET, JAVA, REDIS"
cloud-server-607,Linux Server,Debian 11,Apache,172.16.3.100,SYS-001483,user55@example.com,QA,AWS,Maintenance,2025-04-01,2025-04-15,High,HRMS,"CrowdStrike, Java, .NET",Offline,Success (Last: 2025-04-19),"CrowdStrikeSensor, Puppet, W3SVC",Windows Server,".NET, APACHE, CROWDSTRIKE, JAVA"
cloud-server-608,Linux Server,Ubuntu 20.04,Tomcat,172.16.3.101,SYS-001484,user72@example.com,Production,AWS,Maintenance,2025-04-08,2025-04-19,Medium,ERP,".NET, CrowdStrike, Tenable",Online,Success (Last: 2025-04-17),"CrowdStrikeSensor, MSSQL, W3SVC",Windows Server,".NET, CROWDSTRIKE, TOMCAT"
cloud-server-609,Windows Server,2019,Nginx,172.16.3.102,SYS-001485,user39@example.com,Production,AWS,In Use,2025-04-21,2025-04-14,Low,Web Portal,"Node.js, CrowdStrike, Nessus",Offline,Success (Last: 2025-04-19),"Ansible, Docker, CrowdStrikeSensor",Cross-platform,"CROWDSTRIKE, DOCKER, NGINX, NODE.JS"
cloud-server-610,Windows Server,2022,IIS,172.16.3.103,SYS-001486,user9@example.com,QA,Azure,In Use,2025-04-18,2025-04-16,High,HRMS,"Tenable, .NET, Java",Offline,Success (Last: 2025-04-20),"CrowdStrikeSensor, Docker, W3SVC",Windows Server,".NET, CROWDSTRIKE, DOCKER, IIS, JAVA"
cloud-server-611,Windows Server,2022,Node.js,172.16.3.104,SYS-001487,user71@example.com,Dev,AWS,In Use,2025-04-11,2025-04-18,Medium,ERP,"Node.js, Tenable, .NET",Offline,Success (Last: 2025-04-19),"Docker, Ansible, Puppet",Windows Server,".NET, DOCKER, NODE.JS"
cloud-server-612,Linux Server,Debian 11,Node.js,172.16.3.105,SYS-001488,user80@example.com,QA,Azure,In Use,2025-03-28,2025-04-19,Low,Web Portal,"Tenable, CrowdStrike, Node.js",Offline,Success (Last: 2025-04-18),"Puppet, Docker, Ansible",Cross-platform,"CROWDSTRIKE, DOCKER, NODE.JS"
cloud-server-613,Windows Server,2019,Node.js,172.16.3.106,SYS-001489,user59@example.com,Production,Azure,Maintenance,2025-03-31,2025-04-19,Low,Billing,"Nessus, .NET, Tenable",Online,Success (Last: 2025-04-16),"MSSQL, Ansible, Puppet",Windows Server,".NET, NODE.JS"
cloud-server-614,Windows Server,2022,IIS,172.16.3.107,SYS-001490,user6@example.com,QA,Azure,In Use,2025-04-11,2025-04-18,High,Billing,".NET, Java, Node.js",Online,Success (Last: 2025-04-18),"Puppet, MSSQL, Ansible",Windows Server,".NET, IIS, JAVA, NODE.JS"
cloud-server-615,Windows Server,2022,IIS,172.16.3.108,SYS-001491,user21@example.com,Production,Azure,In Use,2025-04-16,2025-04-15,Medium,HRMS,"CrowdStrike, Tenable, Java",Offline,Success (Last: 2025-04-19),"CrowdStrikeSensor, W3SVC, Puppet",Windows Server,"CROWDSTRIKE, IIS, JAVA"
cloud-server-616,Linux Server,Ubuntu 20.04,SQL Server,172.16.3.109,SYS-001492,user63@example.com,Dev,AWS,In Use,2025-04-04,2025-04-20,High,Billing,"Java, CrowdStrike, Tenable",Online,Success (Last: 2025-04-19),"MSSQL, CrowdStrikeSensor, Puppet",Windows Server,"CROWDSTRIKE, JAVA, SQL SERVER"
cloud-server-617,Linux Server,Debian 11,Docker,172.16.3.110,SYS-001493,user27@example.com,Production,AWS,In Use,2025-04-11,2025-04-18,Medium,HRMS,"Java, Tenable, Nessus",Offline,Success (Last: 2025-04-16),"MSSQL, Ansible, CrowdStrikeSensor",Cross-platform,"CROWDSTRIKE, DOCKER, JAVA"
cloud-server-618,Linux Server,Ubuntu 20.04,IIS,172.16.3.111,SYS-001494,user20@example.com,Production,Azure,In Use,2025-04-21,2025-04-16,Low,Web Portal,"Java, .NET, Node.js",Online,Success (Last: 2025-04-19),"Ansible, CrowdStrikeSensor, Docker",Windows Server,".NET, CROWDSTRIKE, DOCKER, IIS, JAVA, NODE.JS"
cloud-server-619,Windows Server,2019,Docker,172.16.3.112,SYS-001495,user67@example.com,QA,AWS,Maintenance,2025-03-26,2025-04-19,Medium,Web Portal,"CrowdStrike, Nessus, .NET",Offline,Success (Last: 2025-04-18),"MSSQL, Docker, W3SVC",Windows Server,".NET, CROWDSTRIKE, DOCKER"
cloud-server-620,Linux Server,Ubuntu 20.04,Node.js,172.16.3.113,SYS-001496,user97@example.com,Production,AWS,Maintenance,2025-03-26,2025-04-14,Low,Analytics,".NET, Node.js, CrowdStrike",Online,Success (Last: 2025-04-19),"Docker, W3SVC, Puppet",Windows Server,".NET, CROWDSTRIKE, DOCKER, NODE.JS"
cloud-server-621,Windows Server,2022,SQL Server,172.16.3.114,SYS-001497,user23@example.com,Production,AWS,Maintenance,2025-04-04,2025-04-14,Medium,HRMS,"CrowdStrike, .NET, Nessus",Online,Success (Last: 2025-04-21),"CrowdStrikeSensor, Ansible, W3SVC",Windows Server,".NET, CROWDSTRIKE, SQL SERVER"
cloud-server-622,Linux Server,RHEL 8,Tomcat,172.16.3.115,SYS-001498,user22@example.com,Production,AWS,Maintenance,2025-04-19,2025-04-21,High,Web Portal,"Tenable, Nessus, CrowdStrike",Offline,Success (Last: 2025-04-18),"W3SVC, MSSQL, Ansible",Cross-platform,"CROWDSTRIKE, TOMCAT"
cloud-server-623,Linux Server,Ubuntu 20.04,Tomcat,172.16.3.116,SYS-001499,user96@example.com,Dev,AWS,In Use,2025-04-21,2025-04-17,Low,HRMS,"Java, Nessus, .NET",Offline,Success (Last: 2025-04-21),"CrowdStrikeSensor, Puppet, Ansible",Windows Server,".NET, CROWDSTRIKE, JAVA, TOMCAT"
cloud-server-624,Linux Server,RHEL 8,IIS,172.16.3.117,SYS-001500,user35@example.com,QA,AWS,In Use,2025-03-22,2025-04-14,Medium,ERP,"CrowdStrike, Java, Tenable",Offline,Success (Last: 2025-04-18),"CrowdStrikeSensor, Puppet, W3SVC",Windows Server,"CROWDSTRIKE, IIS, JAVA"
cloud-server-625,Linux Server,RHEL 8,IIS,172.16.3.118,SYS-001501,user35@example.com,QA,Azure,In Use,2025-04-14,2025-04-17,Low,HRMS,"Node.js, CrowdStrike, Nessus",Offline,Success (Last: 2025-04-21),"W3SVC, CrowdStrikeSensor, Ansible",Windows Server,"CROWDSTRIKE, IIS, NODE.JS"
cloud-server-626,Windows Server,2022,Apache,172.16.3.119,SYS-001502,user62@example.com,Production,Azure,In Use,2025-03-31,2025-04-21,High,Web Portal,"Tenable, .NET, Nessus",Online,Success (Last: 2025-04-17),"Puppet, MSSQL, Ansible",Windows Server,".NET, APACHE"
cloud-server-627,Windows Server,2019,Node.js,172.16.3.120,SYS-001503,user8@example.com,Production,Azure,Maintenance,2025-04-17,2025-04-14,Medium,Billing,"Nessus, Node.js, Tenable",Offline,Success (Last: 2025-04-17),"W3SVC, Ansible, CrowdStrikeSensor",Cross-platform,"CROWDSTRIKE, NODE.JS"
cloud-server-628,Windows Server,2022,Node.js,172.16.3.121,SYS-001504,user89@example.com,QA,AWS,Maintenance,2025-04-16,2025-04-17,High,Web Portal,".NET, Nessus, Node.js",Offline,Success (Last: 2025-04-21),"MSSQL, CrowdStrikeSensor, W3SVC",Windows Server,".NET, CROWDSTRIKE, NODE.JS"
cloud-server-629,Windows Server,2019,Redis,172.16.3.122,SYS-001505,user100@example.com,Dev,Azure,In Use,2025-03-27,2025-04-17,Medium,ERP,"Nessus, CrowdStrike, .NET",Online,Success (Last: 2025-04-21),"Docker, W3SVC, Ansible",Windows Server,".NET, CROWDSTRIKE, DOCKER, REDIS"
cloud-server-630,Windows Server,2022,SQL Server,172.16.3.123,SYS-001506,user95@example.com,Production,AWS,Maintenance,2025-03-29,2025-04-14,High,HRMS,"Java, Node.js, Nessus",Offline,Success (Last: 2025-04-18),"Puppet, Ansible, CrowdStrikeSensor",Windows Server,"CROWDSTRIKE, JAVA, NODE.JS, SQL SERVER"
cloud-server-631,Linux Server,Ubuntu 20.04,Docker,172.16.3.124,SYS-001507,user75@example.com,Production,AWS,Maintenance,2025-04-08,2025-04-16,Low,Analytics,"Java, Tenable, CrowdStrike",Offline,Success (Last: 2025-04-21),"Docker, CrowdStrikeSensor, W3SVC",Cross-platform,"CROWDSTRIKE, DOCKER, JAVA"
cloud-server-632,Linux Server,Debian 11,SQL Server,172.16.3.125,SYS-001508,user79@example.com,Production,Azure,Maintenance,2025-04-10,2025-04-14,Low,ERP,"CrowdStrike, Node.js, Java",Offline,Success (Last: 2025-04-18),"MSSQL, Ansible, W3SVC",Windows Server,"CROWDSTRIKE, JAVA, NODE.JS, SQL SERVER"
cloud-server-633,Windows Server,2019,Tomcat,172.16.3.126,SYS-001509,user80@example.com,Dev,Azure,Maintenance,2025-04-21,2025-04-16,High,Billing,".NET, Tenable, Java",Offline,Success (Last: 2025-04-16),"CrowdStrikeSensor, Puppet, Docker",Windows Server,".NET, CROWDSTRIKE, DOCKER, JAVA, TOMCAT"
cloud-server-634,Linux Server,Debian 11,IIS,172.16.3.127,SYS-001510,user92@example.com,Dev,Azure,In Use,2025-04-10,2025-04-16,Medium,HRMS,"Nessus, Tenable, Java",Offline,Success (Last: 2025-04-18),"MSSQL, CrowdStrikeSensor, W3SVC",Windows Server,"CROWDSTRIKE, IIS, JAVA"
cloud-server-635,Windows Server,2022,Nginx,172.16.3.128,SYS-001511,user57@example.com,Dev,Azure,In Use,2025-03-28,2025-04-14,Medium,HRMS,"Nessus, CrowdStrike, .NET",Online,Success (Last: 2025-04-18),"CrowdStrikeSensor, Docker, W3SVC",Windows Server,".NET, CROWDSTRIKE, DOCKER, NGINX"
cloud-server-636,Windows Server,2019,Nginx,172.16.3.129,SYS-001512,user63@example.com,Dev,Azure,Maintenance,2025-04-20,2025-04-21,Low,ERP,".NET, Java, Nessus",Offline,Success (Last: 2025-04-18),"Puppet, Ansible, W3SVC",Windows Server,".NET, JAVA, NGINX"
cloud-server-637,Windows Server,2022,Redis,172.16.3.130,SYS-001513,user66@example.com,Dev,Azure,In Use,2025-03-30,2025-04-16,High,Analytics,"Nessus, CrowdStrike, Java",Offline,Success (Last: 2025-04-21),"W3SVC, Docker, MSSQL",Cross-platform,"CROWDSTRIKE, DOCKER, JAVA, REDIS"
cloud-server-638,Windows Server,2019,Node.js,172.16.3.131,SYS-001514,user75@example.com,Production,Azure,Maintenance,2025-04-08,2025-04-16,High,Analytics,"Tenable, Nessus, .NET",Online,Success (Last: 2025-04-17),"Ansible, CrowdStrikeSensor, MSSQL",Windows Server,".NET, CROWDSTRIKE, NODE.JS"
cloud-server-639,Linux Server,RHEL 8,IIS,172.16.3.132,SYS-001515,user12@example.com,QA,AWS,Maintenance,2025-03-30,2025-04-14,High,HRMS,"Java, CrowdStrike, Tenable",Offline,Success (Last: 2025-04-21),"Puppet, CrowdStrikeSensor, Docker",Windows Server,"CROWDSTRIKE, DOCKER, IIS, JAVA"
cloud-server-640,Linux Server,Ubuntu 20.04,Apache,172.16.3.133,SYS-001516,user72@example.com,Production,Azure,Maintenance,2025-03-23,2025-04-19,Low,Billing,".NET, CrowdStrike, Tenable",Offline,Success (Last: 2025-04-19),"W3SVC, CrowdStrikeSensor, Docker",Windows Server,".NET, APACHE, CROWDSTRIKE, DOCKER"
cloud-server-641,Linux Server,RHEL 8,Tomcat,172.16.3.134,SYS-001517,user54@example.com,QA,Azure,Maintenance,2025-04-01,2025-04-19,Low,Analytics,"Node.js, Tenable, CrowdStrike",Online,Success (Last: 2025-04-16),"W3SVC, CrowdStrikeSensor, MSSQL",Cross-platform,"CROWDSTRIKE, NODE.JS, TOMCAT"
cloud-server-642,Linux Server,Ubuntu 20.04,Redis,172.16.3.135,SYS-001518,user2@example.com,Dev,Azure,Maintenance,2025-04-14,2025-04-17,High,Web Portal,"CrowdStrike, Tenable, Java",Offline,Success (Last: 2025-04-19),"Puppet, CrowdStrikeSensor, W3SVC",Cross-platform,"CROWDSTRIKE, JAVA, REDIS"
cloud-server-643,Linux Server,RHEL 8,Apache,172.16.3.136,SYS-001519,user98@example.com,Dev,Azure,Maintenance,2025-04-18,2025-04-18,Low,Billing,"Tenable, .NET, Nessus",Online,Success (Last: 2025-04-21),"MSSQL, Puppet, W3SVC",Windows Server,".NET, APACHE"
cloud-server-644,Linux Server,Ubuntu 20.04,Apache,172.16.3.137,SYS-001520,user73@example.com,Dev,AWS,In Use,2025-03-30,2025-04-19,Medium,Billing,"Node.js, Nessus, Tenable",Offline,Success (Last: 2025-04-18),"W3SVC, Ansible, Docker",Linux Server,"APACHE, DOCKER, NODE.JS"
cloud-server-645,Linux Server,Ubuntu 20.04,Apache,172.16.3.138,SYS-001521,user61@example.com,Dev,Azure,Maintenance,2025-04-11,2025-04-17,Medium,Billing,"Node.js, CrowdStrike, Tenable",Offline,Success (Last: 2025-04-21),"CrowdStrikeSensor, Docker, MSSQL",Cross-platform,"APACHE, CROWDSTRIKE, DOCKER, NODE.JS"
cloud-server-646,Linux Server,Ubuntu 20.04,IIS,172.16.3.139,SYS-001522,user78@example.com,Dev,Azure,Maintenance,2025-03-30,2025-04-18,High,Analytics,"Java, Nessus, .NET",Online,Success (Last: 2025-04-18),"MSSQL, Docker, CrowdStrikeSensor",Windows Server,".NET, CROWDSTRIKE, DOCKER, IIS, JAVA"
